tx	gene_id	control_rep1	control_rep2	control_rep3	treatment_rep1	treatment_rep2	treatment_rep3
ENST00000634020	ENSG00000275464	309.023	309.098	309.037	309.128	309.043	308.982
ENST00000634021	ENSG00000275464	289.023	289.098	289.038	289.129	289.043	288.983
ENST00000623998	ENSG00000280433	3384.022	3384.098	3384.037	3384.128	3384.043	3383.982
ENST00000623744	ENSG00000280433	3648.022	3648.098	3648.037	3648.128	3648.043	3647.982
ENST00000464664	ENSG00000274559	210.025	210.099	210.039	210.13	210.044	209.984
ENST00000613488	ENSG00000275993	4455.022	4455.098	4455.037	4455.128	4455.043	4454.982
ENST00000624077	ENSG00000275993	221.025	221.099	221.039	221.13	221.044	220.984
ENST00000624691	ENSG00000274276	2406.022	2406.098	2406.037	2406.128	2406.043	2405.982
ENST00000624406	ENSG00000274276	2203.022	2203.098	2203.037	2203.128	2203.043	2202.982
ENST00000398168	ENSG00000274276	2264.022	2264.098	2264.037	2264.128	2264.043	2263.982
ENST00000618024	ENSG00000274276	2103.022	2103.098	2103.037	2103.128	2103.043	2102.982
ENST00000617706	ENSG00000274276	2313.022	2313.098	2313.037	2313.128	2313.043	2312.982
ENST00000624934	ENSG00000274276	1742.022	1742.098	1742.037	1742.128	1742.043	1741.982
ENST00000622914	ENSG00000274276	478.022	478.098	478.037	478.128	478.043	477.982
ENST00000624808	ENSG00000274276	426.022	426.098	426.037	426.128	426.043	425.982
ENST00000623939	ENSG00000274276	334.023	334.098	334.037	334.128	334.043	333.982
ENST00000624921	ENSG00000274276	524.022	524.098	524.037	524.128	524.043	523.982
ENST00000637320	ENSG00000275895	1428.022	1428.098	1428.037	1428.128	1428.043	1427.982
ENST00000623375	ENSG00000275895	1425.022	1425.098	1425.037	1425.128	1425.043	1424.982
ENST00000610664	ENSG00000275895	647.022	647.098	647.037	647.128	647.043	646.982
ENST00000639996	ENSG00000275895	769.022	769.098	769.037	769.128	769.043	768.982
ENST00000620065	ENSG00000275895	713.022	713.098	713.037	713.128	713.043	712.982
ENST00000636923	ENSG00000275895	3089.022	3089.098	3089.037	3089.128	3089.043	3088.982
ENST00000624739	ENSG00000275895	4465.022	4465.098	4465.037	4465.128	4465.043	4464.982
ENST00000619610	ENSG00000275895	563.022	563.098	563.037	563.128	563.043	562.982
ENST00000636315	ENSG00000275895	390.022	390.098	390.037	390.128	390.043	389.982
ENST00000637031	ENSG00000275895	88.046	88.12	88.056	88.145	88.068	88.006
ENST00000636177	ENSG00000275895	3713.022	3713.098	3713.037	3713.128	3713.043	3712.982
ENST00000636403	ENSG00000275895	360.022	360.098	360.037	360.128	360.043	359.982
ENST00000619537	ENSG00000276076	866.022	866.098	866.037	866.128	866.043	865.982
ENST00000624019	ENSG00000276076	351.022	351.098	351.037	351.128	351.043	350.982
ENST00000624901	ENSG00000276076	493.022	493.098	493.037	493.128	493.043	492.982
ENST00000624932	ENSG00000276076	462.022	462.098	462.037	462.128	462.043	461.982
ENST00000624534	ENSG00000273590	323.023	323.098	323.037	323.128	323.043	322.982
ENST00000622934	ENSG00000273590	943.022	943.098	943.037	943.128	943.043	942.982
ENST00000619874	ENSG00000273590	593.022	593.098	593.037	593.128	593.043	592.982
ENST00000612624	ENSG00000273590	771.022	771.098	771.037	771.128	771.043	770.982
ENST00000624304	ENSG00000273590	1613.022	1613.098	1613.037	1613.128	1613.043	1612.982
ENST00000624758	ENSG00000273590	824.022	824.098	824.037	824.128	824.043	823.982
ENST00000623661	ENSG00000273590	771.022	771.098	771.037	771.128	771.043	770.982
ENST00000613894	ENSG00000277277	1458.022	1458.098	1458.037	1458.128	1458.043	1457.982
ENST00000646133	ENSG00000278961	1205.022	1205.098	1205.037	1205.128	1205.043	1204.982
ENST00000643357	ENSG00000278961	1113.022	1113.098	1113.037	1113.128	1113.043	1112.982
ENST00000624951	ENSG00000278961	800.022	800.098	800.037	800.128	800.043	799.982
ENST00000622690	ENSG00000276289	2899.022	2899.098	2899.037	2899.128	2899.043	2898.982
ENST00000618699	ENSG00000276289	2904.022	2904.098	2904.037	2904.128	2904.043	2903.982
ENST00000623803	ENSG00000276289	561.022	561.098	561.037	561.128	561.043	560.982
ENST00000617668	ENSG00000276289	486.022	486.098	486.037	486.128	486.043	485.982
ENST00000622113	ENSG00000274391	2292.022	2292.098	2292.037	2292.128	2292.043	2291.982
ENST00000612957	ENSG00000274391	505.022	505.098	505.037	505.128	505.043	504.982
ENST00000618007	ENSG00000274391	1900.022	1900.098	1900.037	1900.128	1900.043	1899.982
ENST00000427445	ENSG00000274391	1786.022	1786.098	1786.037	1786.128	1786.043	1785.982
ENST00000612746	ENSG00000274391	1624.022	1624.098	1624.037	1624.128	1624.043	1623.982
ENST00000620442	ENSG00000166351	1738.022	1738.098	1738.037	1738.128	1738.043	1737.982
ENST00000299443	ENSG00000166351	1576.022	1576.098	1576.037	1576.128	1576.043	1575.982
ENST00000344577	ENSG00000188992	1402.022	1402.098	1402.037	1402.128	1402.043	1401.982
ENST00000536861	ENSG00000188992	1279.022	1279.098	1279.037	1279.128	1279.043	1278.982
ENST00000614229	ENSG00000188992	1189.022	1189.098	1189.037	1189.128	1189.043	1188.982
ENST00000400211	ENSG00000188992	171.025	171.099	171.039	171.13	171.044	170.984
ENST00000468643	ENSG00000185272	1742.022	1742.098	1742.037	1742.128	1742.043	1741.982
ENST00000468788	ENSG00000185272	430.022	430.098	430.037	430.128	430.043	429.982
ENST00000495055	ENSG00000185272	1347.022	1347.098	1347.037	1347.128	1347.043	1346.982
ENST00000461088	ENSG00000185272	399.022	399.098	399.037	399.128	399.043	398.982
ENST00000400577	ENSG00000185272	1684.022	1684.098	1684.037	1684.128	1684.043	1683.982
ENST00000475864	ENSG00000185272	418.022	418.098	418.037	418.128	418.043	417.982
ENST00000285667	ENSG00000155304	3736.022	3736.098	3736.037	3736.128	3736.043	3735.982
ENST00000478035	ENSG00000155304	370.022	370.098	370.037	370.128	370.043	369.982
ENST00000400564	ENSG00000155307	1132.022	1132.098	1132.037	1132.128	1132.043	1131.982
ENST00000400566	ENSG00000155307	1638.022	1638.098	1638.037	1638.128	1638.043	1637.982
ENST00000644288	ENSG00000155307	1935.022	1935.098	1935.037	1935.128	1935.043	1934.982
ENST00000647101	ENSG00000155307	2494.022	2494.098	2494.037	2494.128	2494.043	2493.982
ENST00000619120	ENSG00000155307	1778.022	1778.098	1778.037	1778.128	1778.043	1777.982
ENST00000285670	ENSG00000155307	1934.022	1934.098	1934.037	1934.128	1934.043	1933.982
ENST00000463807	ENSG00000155307	683.022	683.098	683.037	683.128	683.043	682.982
ENST00000493640	ENSG00000155307	36.832	36.855	36.802	36.815	36.8	36.721
ENST00000435732	ENSG00000155307	901.022	901.098	901.037	901.128	901.043	900.982
ENST00000400562	ENSG00000155307	558.022	558.098	558.037	558.128	558.043	557.982
ENST00000469393	ENSG00000155307	11.904	11.936	11.973	11.923	11.998	11.849
ENST00000467280	ENSG00000155307	200.025	200.099	200.039	200.13	200.044	199.984
ENST00000318948	ENSG00000180530	7306.022	7306.098	7306.037	7306.128	7306.043	7305.982
ENST00000400199	ENSG00000180530	7312.022	7312.098	7312.037	7312.128	7312.043	7311.982
ENST00000400202	ENSG00000180530	7421.022	7421.098	7421.037	7421.128	7421.043	7420.982
ENST00000411932	ENSG00000180530	470.022	470.098	470.037	470.128	470.043	469.982
ENST00000638122	ENSG00000180530	293.023	293.098	293.038	293.129	293.043	292.983
ENST00000637963	ENSG00000180530	248.024	248.099	248.038	248.13	248.044	247.984
ENST00000637630	ENSG00000180530	323.023	323.098	323.037	323.128	323.043	322.982
ENST00000285679	ENSG00000155313	3723.022	3723.098	3723.037	3723.128	3723.043	3722.982
ENST00000351097	ENSG00000155313	1908.022	1908.098	1908.037	1908.128	1908.043	1907.982
ENST00000285681	ENSG00000155313	4966.022	4966.098	4966.037	4966.128	4966.043	4965.982
ENST00000400183	ENSG00000155313	5091.022	5091.098	5091.037	5091.128	5091.043	5090.982
ENST00000547201	ENSG00000155313	507.022	507.098	507.037	507.128	507.043	506.982
ENST00000549362	ENSG00000155313	356.022	356.098	356.037	356.128	356.043	355.982
ENST00000464435	ENSG00000155313	595.022	595.098	595.037	595.128	595.043	594.982
ENST00000453553	ENSG00000155313	361.022	361.098	361.037	361.128	361.043	360.982
ENST00000449491	ENSG00000155313	437.022	437.098	437.037	437.128	437.043	436.982
ENST00000478932	ENSG00000155313	2355.022	2355.098	2355.037	2355.128	2355.043	2354.982
ENST00000284878	ENSG00000154639	6004.022	6004.098	6004.037	6004.128	6004.043	6003.982
ENST00000400166	ENSG00000154639	830.022	830.098	830.037	830.128	830.043	829.982
ENST00000356275	ENSG00000154639	29.098	29.092	29.044	29.063	29.023	28.952
ENST00000400165	ENSG00000154639	353.022	353.098	353.037	353.128	353.043	352.982
ENST00000400169	ENSG00000154639	1195.022	1195.098	1195.037	1195.128	1195.043	1194.982
ENST00000339775	ENSG00000154640	1235.022	1235.098	1235.037	1235.128	1235.043	1234.982
ENST00000348354	ENSG00000154640	1206.022	1206.098	1206.037	1206.128	1206.043	1205.982
ENST00000471860	ENSG00000154640	468.022	468.098	468.037	468.128	468.043	467.982
ENST00000496601	ENSG00000154640	128.025	128.1	128.039	128.13	128.044	127.984
ENST00000464058	ENSG00000154640	281.024	281.098	281.038	281.13	281.043	280.983
ENST00000457956	ENSG00000154640	261.024	261.099	261.038	261.13	261.044	260.983
ENST00000284881	ENSG00000154642	5183.022	5183.098	5183.037	5183.128	5183.043	5182.982
ENST00000400559	ENSG00000154642	1343.022	1343.098	1343.037	1343.128	1343.043	1342.982
ENST00000400558	ENSG00000154642	840.022	840.098	840.037	840.128	840.043	839.982
ENST00000405964	ENSG00000154642	646.022	646.098	646.037	646.128	646.043	645.982
ENST00000493464	ENSG00000154642	494.022	494.098	494.037	494.128	494.043	493.982
ENST00000482915	ENSG00000154642	415.022	415.098	415.037	415.128	415.043	414.982
ENST00000400128	ENSG00000154645	2171.022	2171.098	2171.037	2171.128	2171.043	2170.982
ENST00000400131	ENSG00000154645	1786.022	1786.098	1786.037	1786.128	1786.043	1785.982
ENST00000400135	ENSG00000154645	1886.022	1886.098	1886.037	1886.128	1886.043	1885.982
ENST00000400127	ENSG00000154645	1989.022	1989.098	1989.037	1989.128	1989.043	1988.982
ENST00000299295	ENSG00000154645	2298.022	2298.098	2298.037	2298.128	2298.043	2297.982
ENST00000543733	ENSG00000154645	1387.022	1387.098	1387.037	1387.128	1387.043	1386.982
ENST00000338326	ENSG00000154645	1724.022	1724.098	1724.037	1724.128	1724.043	1723.982
ENST00000284885	ENSG00000154646	3697.022	3697.098	3697.037	3697.128	3697.043	3696.982
ENST00000422787	ENSG00000154646	504.022	504.098	504.037	504.128	504.043	503.982
ENST00000474775	ENSG00000154646	202.025	202.099	202.039	202.13	202.044	201.984
ENST00000400546	ENSG00000154654	7885.022	7885.098	7885.037	7885.128	7885.043	7884.982
ENST00000486367	ENSG00000154654	333.023	333.098	333.037	333.128	333.043	332.982
ENST00000284894	ENSG00000154654	4449.022	4449.098	4449.037	4449.128	4449.043	4448.982
ENST00000461281	ENSG00000154654	332.023	332.098	332.037	332.128	332.043	331.982
ENST00000484983	ENSG00000154654	90.04	90.113	90.052	90.142	90.062	90.002
ENST00000352957	ENSG00000154719	860.022	860.098	860.037	860.128	860.043	859.982
ENST00000307301	ENSG00000154719	949.022	949.098	949.037	949.128	949.043	948.982
ENST00000419219	ENSG00000154719	650.022	650.098	650.037	650.128	650.043	649.982
ENST00000400532	ENSG00000154721	1507.022	1507.098	1507.037	1507.128	1507.043	1506.982
ENST00000480456	ENSG00000154721	4087.022	4087.098	4087.037	4087.128	4087.043	4086.982
ENST00000312957	ENSG00000154721	3959.022	3959.098	3959.037	3959.128	3959.043	3958.982
ENST00000460679	ENSG00000154721	775.022	775.098	775.037	775.128	775.043	774.982
ENST00000492962	ENSG00000154721	696.022	696.098	696.037	696.128	696.043	695.982
ENST00000477351	ENSG00000154721	61.52	61.584	61.534	61.596	61.552	61.468
ENST00000471689	ENSG00000154721	364.022	364.098	364.037	364.128	364.043	363.982
ENST00000400099	ENSG00000154723	242.024	242.099	242.038	242.13	242.044	241.984
ENST00000400094	ENSG00000154723	339.022	339.098	339.037	339.128	339.043	338.982
ENST00000284971	ENSG00000154723	364.022	364.098	364.037	364.128	364.043	363.982
ENST00000457143	ENSG00000154723	339.022	339.098	339.037	339.128	339.043	338.982
ENST00000400090	ENSG00000154723	397.022	397.098	397.037	397.128	397.043	396.982
ENST00000400087	ENSG00000154723	576.022	576.098	576.037	576.128	576.043	575.982
ENST00000400093	ENSG00000154723	929.022	929.098	929.037	929.128	929.043	928.982
ENST00000486002	ENSG00000154723	626.022	626.098	626.037	626.128	626.043	625.982
ENST00000354828	ENSG00000154727	4870.022	4870.098	4870.037	4870.128	4870.043	4869.982
ENST00000400075	ENSG00000154727	4564.022	4564.098	4564.037	4564.128	4564.043	4563.982
ENST00000487266	ENSG00000154727	530.022	530.098	530.037	530.128	530.043	529.982
ENST00000346798	ENSG00000142192	3217.022	3217.098	3217.037	3217.128	3217.043	3216.982
ENST00000354192	ENSG00000142192	2917.022	2917.098	2917.037	2917.128	2917.043	2916.982
ENST00000348990	ENSG00000142192	3105.022	3105.098	3105.037	3105.128	3105.043	3104.982
ENST00000357903	ENSG00000142192	3293.022	3293.098	3293.037	3293.128	3293.043	3292.982
ENST00000359726	ENSG00000142192	3044.022	3044.098	3044.037	3044.128	3044.043	3043.982
ENST00000440126	ENSG00000142192	2596.022	2596.098	2596.037	2596.128	2596.043	2595.982
ENST00000439274	ENSG00000142192	2267.022	2267.098	2267.037	2267.128	2267.043	2266.982
ENST00000464867	ENSG00000142192	566.022	566.098	566.037	566.128	566.043	565.982
ENST00000358918	ENSG00000142192	2116.022	2116.098	2116.037	2116.128	2116.043	2115.982
ENST00000448850	ENSG00000142192	1596.022	1596.098	1596.037	1596.128	1596.043	1595.982
ENST00000415997	ENSG00000142192	291.023	291.098	291.038	291.129	291.043	290.983
ENST00000491395	ENSG00000142192	369.022	369.098	369.037	369.128	369.043	368.982
ENST00000474136	ENSG00000142192	1046.022	1046.098	1046.037	1046.128	1046.043	1045.982
ENST00000463070	ENSG00000142192	332.023	332.098	332.037	332.128	332.043	331.982
ENST00000548570	ENSG00000142192	111.025	111.1	111.039	111.13	111.044	110.985
ENST00000462267	ENSG00000142192	399.022	399.098	399.037	399.128	399.043	398.982
ENST00000466453	ENSG00000142192	124.025	124.1	124.039	124.13	124.044	123.984
ENST00000299340	ENSG00000166265	2851.022	2851.098	2851.037	2851.128	2851.043	2850.982
ENST00000400043	ENSG00000166265	485.022	485.098	485.037	485.128	485.043	484.982
ENST00000284984	ENSG00000154734	4941.022	4941.098	4941.037	4941.128	4941.043	4940.982
ENST00000464589	ENSG00000154734	4468.022	4468.098	4468.037	4468.128	4468.043	4467.982
ENST00000492656	ENSG00000154734	903.022	903.098	903.037	903.128	903.043	902.982
ENST00000517777	ENSG00000154734	348.022	348.098	348.037	348.128	348.043	347.982
ENST00000451462	ENSG00000154734	351.022	351.098	351.037	351.128	351.043	350.982
ENST00000517452	ENSG00000154734	155.025	155.099	155.039	155.13	155.044	154.984
ENST00000284987	ENSG00000154736	8806.022	8806.098	8806.037	8806.128	8806.043	8805.982
ENST00000303775	ENSG00000156239	4615.022	4615.098	4615.037	4615.128	4615.043	4614.982
ENST00000351429	ENSG00000156239	4531.022	4531.098	4531.037	4531.128	4531.043	4530.982
ENST00000460212	ENSG00000156239	1043.022	1043.098	1043.037	1043.128	1043.043	1042.982
ENST00000361371	ENSG00000198862	7435.022	7435.098	7435.037	7435.128	7435.043	7434.982
ENST00000389194	ENSG00000198862	7499.022	7499.098	7499.037	7499.128	7499.043	7498.982
ENST00000614971	ENSG00000198862	7506.022	7506.098	7506.037	7506.128	7506.043	7505.982
ENST00000486427	ENSG00000198862	289.023	289.098	289.038	289.129	289.043	288.983
ENST00000475344	ENSG00000198862	446.022	446.098	446.037	446.128	446.043	445.982
ENST00000389195	ENSG00000198862	2464.022	2464.098	2464.037	2464.128	2464.043	2463.982
ENST00000483326	ENSG00000198862	1503.022	1503.098	1503.037	1503.128	1503.043	1502.982
ENST00000493196	ENSG00000156253	2844.022	2844.098	2844.037	2844.128	2844.043	2843.982
ENST00000486719	ENSG00000156253	1539.022	1539.098	1539.037	1539.128	1539.043	1538.982
ENST00000286777	ENSG00000156253	1375.022	1375.098	1375.037	1375.128	1375.043	1374.982
ENST00000472184	ENSG00000156253	1537.022	1537.098	1537.037	1537.128	1537.043	1536.982
ENST00000466746	ENSG00000156253	592.022	592.098	592.037	592.128	592.043	591.982
ENST00000481411	ENSG00000156253	700.022	700.098	700.037	700.128	700.043	699.982
ENST00000471269	ENSG00000156253	321.023	321.098	321.037	321.128	321.043	320.982
ENST00000399975	ENSG00000156256	2710.022	2710.098	2710.037	2710.128	2710.043	2709.982
ENST00000399976	ENSG00000156256	2713.022	2713.098	2713.037	2713.128	2713.043	2712.982
ENST00000334352	ENSG00000156256	2754.022	2754.098	2754.037	2754.128	2754.043	2753.982
ENST00000474835	ENSG00000156256	3585.022	3585.098	3585.037	3585.128	3585.043	3584.982
ENST00000399973	ENSG00000156256	331.023	331.098	331.037	331.128	331.043	330.982
ENST00000485067	ENSG00000156256	2009.022	2009.098	2009.037	2009.128	2009.043	2008.982
ENST00000432178	ENSG00000156261	306.023	306.098	306.037	306.129	306.043	305.982
ENST00000540844	ENSG00000156261	1677.022	1677.098	1677.037	1677.128	1677.043	1676.982
ENST00000496121	ENSG00000156261	1076.022	1076.098	1076.037	1076.128	1076.043	1075.982
ENST00000470450	ENSG00000156261	1622.022	1622.098	1622.037	1622.128	1622.043	1621.982
ENST00000286788	ENSG00000156261	1755.022	1755.098	1755.037	1755.128	1755.043	1754.982
ENST00000626972	ENSG00000156261	1612.022	1612.098	1612.037	1612.128	1612.043	1611.982
ENST00000480359	ENSG00000156261	202.025	202.099	202.039	202.13	202.044	201.984
ENST00000475205	ENSG00000156261	181.025	181.099	181.039	181.13	181.044	180.984
ENST00000431234	ENSG00000156261	718.022	718.098	718.037	718.128	718.043	717.982
ENST00000484403	ENSG00000156261	558.022	558.098	558.037	558.128	558.043	557.982
ENST00000481059	ENSG00000156261	629.022	629.098	629.037	629.128	629.043	628.982
ENST00000494296	ENSG00000156261	264.024	264.099	264.038	264.13	264.044	263.983
ENST00000496779	ENSG00000156265	1320.022	1320.098	1320.037	1320.128	1320.043	1319.982
ENST00000419845	ENSG00000156265	327.023	327.098	327.037	327.128	327.043	326.982
ENST00000492930	ENSG00000156265	519.022	519.098	519.037	519.128	519.043	518.982
ENST00000341618	ENSG00000156265	1605.022	1605.098	1605.037	1605.128	1605.043	1604.982
ENST00000399935	ENSG00000156265	1843.022	1843.098	1843.037	1843.128	1843.043	1842.982
ENST00000399934	ENSG00000156265	1714.022	1714.098	1714.037	1714.128	1714.043	1713.982
ENST00000399947	ENSG00000156265	1753.022	1753.098	1753.037	1753.128	1753.043	1752.982
ENST00000286791	ENSG00000156265	1475.022	1475.098	1475.037	1475.128	1475.043	1474.982
ENST00000339024	ENSG00000156265	1816.022	1816.098	1816.037	1816.128	1816.043	1815.982
ENST00000545939	ENSG00000156265	1157.022	1157.098	1157.037	1157.128	1157.043	1156.982
ENST00000460883	ENSG00000156265	405.022	405.098	405.037	405.128	405.043	404.982
ENST00000399928	ENSG00000156265	1654.022	1654.098	1654.037	1654.128	1654.043	1653.982
ENST00000399926	ENSG00000156265	499.022	499.098	499.037	499.128	499.043	498.982
ENST00000399925	ENSG00000156265	442.022	442.098	442.037	442.128	442.043	441.982
ENST00000451489	ENSG00000156265	306.023	306.098	306.037	306.129	306.043	305.982
ENST00000470800	ENSG00000156265	585.022	585.098	585.037	585.128	585.043	584.982
ENST00000548219	ENSG00000156273	75.128	75.204	75.142	75.229	75.157	75.085
ENST00000550131	ENSG00000156273	99.029	99.103	99.042	99.134	99.048	98.989
ENST00000547141	ENSG00000156273	65.353	65.42	65.363	65.438	65.382	65.301
ENST00000546469	ENSG00000156273	235.024	235.099	235.039	235.13	235.044	234.984
ENST00000286800	ENSG00000156273	5419.022	5419.098	5419.037	5419.128	5419.043	5418.982
ENST00000399921	ENSG00000156273	5519.022	5519.098	5519.037	5519.128	5519.043	5518.982
ENST00000548467	ENSG00000156273	11.4	11.495	11.436	11.435	11.49	11.356
ENST00000451655	ENSG00000156273	527.022	527.098	527.037	527.128	527.043	526.982
ENST00000447177	ENSG00000156273	501.022	501.098	501.037	501.128	501.043	500.982
ENST00000435072	ENSG00000156273	442.022	442.098	442.037	442.128	442.043	441.982
ENST00000422809	ENSG00000156273	600.022	600.098	600.037	600.128	600.043	599.982
ENST00000468059	ENSG00000156273	413.022	413.098	413.037	413.128	413.043	412.982
ENST00000462262	ENSG00000156273	823.022	823.098	823.037	823.128	823.043	822.982
ENST00000327783	ENSG00000171189	2929.022	2929.098	2929.037	2929.128	2929.043	2928.982
ENST00000389125	ENSG00000171189	2890.022	2890.098	2890.037	2890.128	2890.043	2889.982
ENST00000399913	ENSG00000171189	2984.022	2984.098	2984.037	2984.128	2984.043	2983.982
ENST00000399914	ENSG00000171189	3374.022	3374.098	3374.037	3374.128	3374.043	3373.982
ENST00000389124	ENSG00000171189	2462.022	2462.098	2462.037	2462.128	2462.043	2461.982
ENST00000399907	ENSG00000171189	3222.022	3222.098	3222.037	3222.128	3222.043	3221.982
ENST00000399909	ENSG00000171189	3177.022	3177.098	3177.037	3177.128	3177.043	3176.982
ENST00000472429	ENSG00000171189	1525.022	1525.098	1525.037	1525.128	1525.043	1524.982
ENST00000286808	ENSG00000156282	943.022	943.098	943.037	943.128	943.043	942.982
ENST00000399899	ENSG00000156284	1818.022	1818.098	1818.037	1818.128	1818.043	1817.982
ENST00000340345	ENSG00000188694	1400.022	1400.098	1400.037	1400.128	1400.043	1399.982
ENST00000416044	ENSG00000232263	120.025	120.1	120.039	120.13	120.044	119.984
ENST00000360542	ENSG00000197683	943.022	943.098	943.037	943.128	943.043	942.982
ENST00000382835	ENSG00000206107	432.022	432.098	432.037	432.128	432.043	431.982
ENST00000334160	ENSG00000186980	10.466	10.651	10.564	10.589	10.601	10.489
ENST00000399889	ENSG00000182816	617.022	617.098	617.037	617.128	617.043	616.982
ENST00000355459	ENSG00000198390	499.022	499.098	499.037	499.128	499.043	498.982
ENST00000390690	ENSG00000240432	454.022	454.098	454.037	454.128	454.043	453.982
ENST00000334068	ENSG00000186971	547.022	547.098	547.037	547.128	547.043	546.982
ENST00000334067	ENSG00000186970	421.022	421.098	421.037	421.128	421.043	420.982
ENST00000390689	ENSG00000184351	396.022	396.098	396.037	396.128	396.043	395.982
ENST00000334055	ENSG00000186965	130.025	130.1	130.039	130.13	130.044	129.984
ENST00000334063	ENSG00000244025	272.024	272.099	272.038	272.13	272.044	271.983
ENST00000334058	ENSG00000186967	60.573	60.635	60.585	60.644	60.606	60.518
ENST00000334151	ENSG00000186977	211.025	211.099	211.039	211.13	211.044	210.984
ENST00000334046	ENSG00000186925	80.082	80.159	80.095	80.185	80.107	80.037
ENST00000334849	ENSG00000244362	190.025	190.099	190.039	190.13	190.044	189.984
ENST00000382830	ENSG00000206106	45.398	45.398	45.325	45.388	45.357	45.273
ENST00000391624	ENSG00000212938	386.022	386.098	386.037	386.128	386.043	385.982
ENST00000334897	ENSG00000186930	63.431	63.494	63.443	63.511	63.461	63.377
ENST00000334680	ENSG00000186924	47.906	47.933	47.873	47.93	47.892	47.812
ENST00000329122	ENSG00000184724	250.024	250.099	250.038	250.13	250.044	249.984
ENST00000334664	ENSG00000244624	32.112	32.107	32.083	32.064	32.077	31.999
ENST00000382828	ENSG00000206105	12.651	12.662	12.671	12.689	12.768	12.582
ENST00000330798	ENSG00000184032	134.025	134.1	134.039	134.13	134.044	133.984
ENST00000382826	ENSG00000206104	30.875	30.859	30.834	30.823	30.818	30.744
ENST00000444335	ENSG00000231068	20.884	20.869	20.851	20.831	20.856	20.711
ENST00000333892	ENSG00000187026	190.025	190.099	190.039	190.13	190.044	189.984
ENST00000335093	ENSG00000187005	349.022	349.098	349.037	349.128	349.043	348.982
ENST00000329621	ENSG00000183640	306.023	306.098	306.037	306.129	306.043	305.982
ENST00000621162	ENSG00000274749	471.022	471.098	471.037	471.128	471.043	470.982
ENST00000332378	ENSG00000182591	662.022	662.098	662.037	662.128	662.043	661.982
ENST00000382822	ENSG00000206102	68.261	68.328	68.268	68.354	68.287	68.214
ENST00000286827	ENSG00000156299	6950.022	6950.098	6950.037	6950.128	6950.043	6949.982
ENST00000423206	ENSG00000156299	273.024	273.099	273.038	273.13	273.044	272.983
ENST00000541036	ENSG00000156299	6768.022	6768.098	6768.037	6768.128	6768.043	6767.982
ENST00000636887	ENSG00000156299	3910.022	3910.098	3910.037	3910.128	3910.043	3909.982
ENST00000491927	ENSG00000156299	688.022	688.098	688.037	688.128	688.043	687.982
ENST00000469412	ENSG00000156299	2063.022	2063.098	2063.037	2063.128	2063.043	2062.982
ENST00000455508	ENSG00000156299	937.022	937.098	937.037	937.128	937.043	936.982
ENST00000270142	ENSG00000142168	716.022	716.098	716.037	716.128	716.043	715.982
ENST00000389995	ENSG00000142168	615.022	615.098	615.037	615.128	615.043	614.982
ENST00000476106	ENSG00000142168	336.022	336.098	336.037	336.128	336.043	335.982
ENST00000470944	ENSG00000142168	1496.022	1496.098	1496.037	1496.128	1496.043	1495.982
ENST00000286835	ENSG00000156304	3943.022	3943.098	3943.037	3943.128	3943.043	3942.982
